,order,huc2,Q_decile,mu,sigma,mean,median
77,8.0,08,7,5.602029178818252,0.4580474557132421,304.6167860403239,238.95257267090716
78,8.0,08,8,5.654752961320332,0.4480029216554997,319.8249343048899,249.42942099611824
79,8.0,08,9,5.8081254926644235,0.5058986576389428,381.5320489421837,289.12638812644354
80,9.0,08,0,6.374131114288425,0.020964722489213924,586.6038492698314,591.8684210526316
81,9.0,08,1,6.3785091174497355,0.02689854407861514,589.2612755343341,591.8684210526316
82,9.0,08,2,6.39208016417676,0.020930054310933935,597.22760410774,595.690950852499
83,9.0,08,3,6.402491245513969,0.02466627202940478,603.5292646381489,602.0648529728576
84,9.0,08,4,6.4021799821179,0.029889840121197393,603.4314000130594,600.1823375246624
85,9.0,08,5,6.401879919205863,0.018342457576183444,603.0785656142789,603.1765953061048
86,9.0,08,6,6.421695269961699,0.026657798975950314,615.2633114203906,614.2505963073123
87,9.0,08,7,6.421810670610085,0.024521550015858123,615.3004866668823,617.2448540887546
88,9.0,08,8,6.437717015968698,0.022259017276454077,625.1334911603932,628.1052631578947
89,9.0,08,9,6.453359459773164,0.02397807948560499,635.0138996799311,635.7486616988601
90,10.0,08,0,6.81948501312121,0.36558265889351865,970.3130539458268,893.4633925540339
91,10.0,08,1,6.916600528858501,0.39038322069548176,1077.7542330585552,987.1948051948052
92,10.0,08,2,6.958404695364548,0.45576474227502867,1141.9065401089551,1039.6097456905372
93,10.0,08,3,6.996033105900204,0.43449878090233235,1180.07721815577,1083.941562705187
94,10.0,08,4,7.070323726709397,0.45892375756080195,1282.092497938064,1183.0188679245284
95,10.0,08,5,7.059243896401611,0.4126232607070204,1256.5065723905084,1137.4789915966387
96,10.0,08,6,7.10049618143246,0.44269910000282536,1315.7046638326374,1208.800010640562
97,10.0,08,7,7.058339153699284,0.42564256565655945,1259.2973235237148,1134.3962264150944
98,10.0,08,8,6.977427953213793,0.43581530444025035,1170.1452891430206,1020.6811751416183
99,10.0,08,9,7.011938119936708,0.46584062880249894,1222.2652300921625,1049.4311210262128
100,1.0,10,0,4.564344698996228,1.0423417027779363,161.3510645694987,83.10800855513308
101,1.0,10,1,4.628461037981484,1.0684319474885389,176.76371781138826,87.9375
102,1.0,10,2,4.564247482006921,1.0722067386443102,173.24176079948683,77.70668832876302
103,1.0,10,3,4.45717684136616,1.091612848652244,162.62921573467537,75.27272727272727
104,1.0,10,4,4.444885523091423,1.1138645464594241,164.58031034972782,71.36576387062847
