,order,Q_decile,mu,sigma,loc,n,mean,median,min,max,n95,n90,n75,n25,n10,n05
0,1,0,4.602892318867545,1.0114321014469843,0,8518,176.8347898667991,88.95304803306962,0.182227778175586,2188.6303615756697,14.347969034919192,13.873261980925344,12.345832319007389,6.254164825096253,3.4516004880823195,1.9359457013571035
10,2,0,4.56755876997518,0.9474959038299966,0,6466,157.75249650424985,93.37127839660586,0.298048052776446,3869.1454869973154,12.86885240690141,12.770889415179482,10.972274948271435,4.789811318053618,1.8126674533410783,0.9044742769659581
20,3,0,4.3243201842112855,0.9744874909057288,0,6442,124.33399548293531,69.37379072312982,0.122753272755072,1309.8479038610544,7.761043995569528,7.603213001089178,7.261987482275236,2.8217674053943678,0.6476782390825798,0.272583153675496
30,4,0,4.523088885323406,1.0726157664896065,0,2902,158.5635044675611,91.28965457468388,0.0595923706221871,1763.8243421079733,6.328615678027869,6.160446584634505,5.4418000977877234,2.0684055161143804,1.2198010111467674,0.6119171613571559
40,5,0,4.0510466543370995,0.8837356238333953,0,7114,86.69237708831825,55.217720395904266,0.0609014661150606,2246.618674544499,6.050313607405806,5.490990878997045,4.917392110147145,1.0719137168532815,0.3068526743730764,0.18947999360651868
50,6,0,4.018039078053568,0.8500883226563811,0,27648,79.17012967784913,51.62251949927421,0.0593584449316179,2229.150411245657,6.730738631884063,6.433475813796826,5.398380488913618,1.101826399064296,0.3458223731018844,0.18073380422184618
60,7,0,4.424652203360577,0.700879735830359,0,29431,107.06935674352023,85.9928641277833,0.0591418461526027,1898.6542137285392,16.510668230702564,16.109303444756048,15.397366146360465,7.682937065762449,3.6113266242818973,1.6008589887290634
70,8,0,5.412365165444985,0.8454277104640475,0,17852,306.68199294255544,238.4965021866917,7.043243331664937,2362.644794310889,26.182250658626547,25.873498009085726,24.554184188797315,18.134350100331993,14.002682914441154,11.92183734197776
80,9,0,5.752637833934198,0.5387391682209536,0,7581,365.7545973856811,306.00723720581647,4.48534529337137,1820.8635412190285,134.23239503729326,128.97139008387694,56.18742765389927,27.444778040136686,24.089016006354235,18.69952288127976
90,10,0,6.5265091325250015,0.4296045759948814,0,3210,736.5533222318003,702.5075931042985,72.58536062976137,1691.663590153873,120.47238544667648,119.20004121138739,117.51509480768364,95.62832916560968,83.58907788894535,79.13843157356091
