,order,Q_decile,mu,sigma,loc,n,mean,median,min,max,n95,n90,n75,n25,n10,n05
0,4,0,4.523088885323406,1.0726157664896065,0,2902,158.5635044675611,91.28965457468388,0.0595923706221871,1763.8243421079733,6.328615678027869,6.160446584634505,5.4418000977877234,2.0684055161143804,1.2198010111467674,0.6119171613571559
10,5,0,4.0510466543370995,0.8837356238333953,0,7114,86.69237708831825,55.217720395904266,0.0609014661150606,2246.618674544499,6.050313607405806,5.490990878997045,4.917392110147145,1.0719137168532815,0.3068526743730764,0.18947999360651868
20,6,0,4.018039078053569,0.8500883226563811,0,27648,79.17012967784913,51.62251949927421,0.0593584449316179,2229.150411245657,6.730738631884063,6.433475813796826,5.398380488913618,1.101826399064296,0.3458223731018844,0.18073380422184618
30,7,0,4.424652203360577,0.7008797358303589,0,29431,107.06935674352022,85.9928641277833,0.0591418461526027,1898.6542137285392,16.510668230702564,16.109303444756048,15.397366146360465,7.682937065762449,3.6113266242818973,1.6008589887290634
40,8,0,5.412365165444985,0.8454277104640475,0,17852,306.68199294255544,238.4965021866917,7.043243331664937,2362.644794310889,26.182250658626547,25.873498009085726,24.554184188797315,18.134350100331993,14.002682914441154,11.92183734197776
50,9,0,5.752637833934198,0.5387391682209536,0,7581,365.7545973856811,306.00723720581647,4.48534529337137,1820.8635412190285,134.23239503729326,128.97139008387694,56.18742765389927,27.444778040136686,24.089016006354235,18.69952288127976
60,10,0,6.5265091325250015,0.4296045759948814,0,3210,736.5533222318003,702.5075931042985,72.58536062976137,1691.663590153873,120.47238544667648,119.20004121138739,117.51509480768364,95.62832916560968,83.58907788894535,79.13843157356092
1,4,1,4.5812138645154645,1.0112781437393634,0,2902,162.27713552980651,95.3043113449252,1.5117602131416,1779.0552743151966,10.472375050279163,10.268984556979998,9.76392544949564,5.04473449836867,2.8402492266008066,1.9148722574785229
11,5,1,4.080450332983529,0.8397283062322117,0,7114,87.62930974243758,56.23070369864604,0.0607337907265392,2430.9732308760586,9.527674444119125,9.38345526711863,7.734980035868333,3.0560296301935823,0.4780861332618904,0.18947999360651868
21,6,1,4.085464298166721,0.7963394181275721,0,27648,82.48205321603542,54.70669258221606,0.0598840109594436,2260.415482694744,9.710621122407206,9.408377066893529,8.510021864858674,3.1876864919902896,1.0495565221569652,0.5919809156422088
31,7,1,4.466752452436639,0.6886811916235634,0,29431,110.5575632341658,90.10585857316703,0.0591418461526027,1821.2088953613086,17.763599448665204,17.469544073533633,16.30492261920462,8.803993530038177,3.832053027769293,2.080577590233224
41,8,1,5.4522193323018815,0.8102750045766629,0,17852,312.92441960537224,245.71174710417256,4.761914907322638,2365.252501146723,30.830372597775447,30.41514704961917,29.475772599301276,22.094648634948747,15.65443069604394,12.107578525257447
51,9,1,5.769296723708041,0.5375763197817501,0,7581,371.17227981855257,313.86402873435543,18.11159461749435,1858.626397520224,134.37037266235257,130.46153802934774,52.10587428397021,28.778597486108104,24.782121367996513,22.631607102431648
61,10,1,6.604406832443602,0.41876081978721574,0,3210,794.4397508652889,758.6899553536475,101.58576857556251,1800.1694980768625,130.6408142133269,128.63103267120667,127.62822518093348,113.46300072162573,111.01773292949443,109.39227763905028
2,4,2,4.602119242114626,0.999848349207786,0,2902,163.812628699764,97.85888344398566,1.16636781159642,1749.0818116682772,11.935040471449279,10.823134777186558,10.052797416480717,5.604936980011211,3.519555882224527,1.9754337748590427
12,5,2,4.123991149682571,0.8205740260324541,0,7114,90.36356294963585,57.70292880914117,0.118895391435276,2511.480953658888,10.430704133851805,10.138698291253107,9.442414559814948,4.1244896729181875,1.000585328878342,0.3811231575323486
22,6,2,4.1242629465349365,0.7822408080139459,0,27648,84.73414559561272,57.664069714970005,0.0598840109594436,2266.829901614481,10.438383104541106,10.121954799925003,9.137746681547071,3.4386330360181567,1.4107495676188493,0.6641755074998262
32,7,2,4.498650231916783,0.6699957827733338,0,29431,113.16162923655415,92.72991583925311,0.304403257168278,1808.6402080875696,19.331798054443233,19.050483168614104,18.15365431320225,11.424687629109595,6.907987389505737,3.808422320422957
42,8,2,5.484227938952102,0.7811454934831353,0,17852,317.7740513654129,252.62498509013824,7.438962632994784,2360.7310527828786,35.30461054302242,34.80677131868659,33.51186742377234,26.260032305085314,18.64457961457929,15.663501500697082
52,9,2,5.794483239407477,0.5356837263929084,0,7581,380.04804101821577,324.52165874131856,18.79816395464648,1874.4959455317069,144.23935575193562,138.97818777889364,61.09895698301048,28.828513494148698,25.799157050866935,22.705823351453745
62,10,2,6.65458337580952,0.43085489358691836,0,3210,840.8354877307571,792.9676239961314,104.42472099430043,1887.4884620421421,141.36404595607658,140.37073243986848,133.22537051387684,112.99953902852486,108.30232802726937,106.6084436213915
3,4,3,4.622006103862492,0.9963421619517276,0,2902,166.4483323279265,98.67577112452521,0.241881634102655,1774.1744618523512,12.9751902662282,12.518768522457497,11.518544126295048,7.180657644662767,2.4489185351388456,1.9516656904149072
13,5,3,4.142824185353601,0.8140011517646393,0,7114,91.23697531981529,58.77078468722105,0.119885855506083,2489.282137987281,11.598913908173845,11.104069123562446,9.394894724473234,2.441534674252415,0.6689343720907913,0.23910699677814048
23,6,3,4.161058617821476,0.7656860762667695,0,27648,87.02607267440834,59.78898331444833,0.0598840109594436,2263.8781042263763,12.005621675472105,11.65426677009106,10.52965848309217,4.570120837276057,1.9409492798997579,0.784997811605177
33,7,3,4.530839911260171,0.6622585332596314,0,29431,116.23062638694728,95.51750584360062,0.272181115403013,1670.2642729014906,20.291147340111138,20.087480478679037,18.94866131657964,11.841280973963572,6.43679144581961,3.3713947220912304
